sessao,perfil,rodada,palpite,resultado,acertos_anunciados,premio_disputado_centavos
QA-SIM-035,Curioso,33,"19 0 6","0 9 8",2,5000000
QA-SIM-035,Curioso,34,"5 9 15","0 9 8",2,5000000
QA-SIM-035,Curioso,35,"17 7 17","0 9 8",2,5000000
QA-SIM-036,Casual,0,"18 4 0","18 4 0",3,60
QA-SIM-036,Casual,1,"9 12 5","9 12 5",3,200
QA-SIM-036,Casual,2,"5 11 11","5 11 4",2,0
QA-SIM-036,Casual,3,"18 17 2","5 11 4",2,0
QA-SIM-036,Casual,4,"10 12 0","5 11 4",2,0
QA-SIM-036,Casual,5,"1 13 15","5 11 4",2,0
QA-SIM-036,Casual,6,"5 5 0","5 11 4",2,0
QA-SIM-036,Casual,7,"11 6 1","5 11 4",2,0
QA-SIM-036,Casual,8,"4 1 17","5 11 4",2,0
QA-SIM-036,Casual,9,"1 16 10","5 11 4",2,0
QA-SIM-036,Casual,10,"14 5 6","5 11 4",2,0
QA-SIM-036,Casual,11,"13 2 12","5 11 4",2,0
QA-SIM-036,Casual,12,"2 12 12","5 11 4",2,0
QA-SIM-036,Casual,13,"2 19 3","5 11 4",2,0
QA-SIM-036,Casual,14,"12 8 6","5 11 4",2,0
QA-SIM-036,Casual,15,"7 10 12","5 11 4",2,0
QA-SIM-036,Casual,16,"17 3 8","5 11 4",2,0
QA-SIM-036,Casual,17,"13 18 17","5 11 4",2,0
QA-SIM-036,Casual,18,"15 18 9","5 11 4",2,0
QA-SIM-036,Casual,19,"0 13 13","5 11 4",2,0
QA-SIM-036,Casual,20,"9 4 1","5 11 4",2,0
QA-SIM-036,Casual,21,"15 1 11","5 11 4",2,0
QA-SIM-036,Casual,22,"0 1 11","5 11 4",2,0
QA-SIM-036,Casual,23,"16 18 2","5 11 4",2,0
QA-SIM-036,Casual,24,"19 8 12","5 11 4",2,0
QA-SIM-036,Casual,25,"6 0 17","5 11 4",2,0
QA-SIM-036,Casual,26,"1 10 6","5 11 4",2,0
QA-SIM-036,Casual,27,"0 10 6","5 11 4",2,0
QA-SIM-036,Casual,28,"2 18 17","5 11 4",2,0
QA-SIM-036,Casual,29,"18 12 13","5 11 4",2,0
QA-SIM-036,Casual,30,"9 18 5","5 11 4",2,0
QA-SIM-036,Casual,31,"6 15 10","5 11 4",2,0
QA-SIM-036,Casual,32,"3 13 14","5 11 4",2,0
QA-SIM-036,Casual,33,"11 10 11","5 11 4",2,0
QA-SIM-036,Casual,34,"6 11 3","5 11 4",2,0
QA-SIM-036,Casual,35,"5 4 1","5 11 4",2,0
QA-SIM-037,Regular,0,"7 16 19","7 16 19",3,200
QA-SIM-037,Regular,1,"10 16 18","14 16 18",2,100000
QA-SIM-037,Regular,2,"9 5 9","14 16 18",2,100000
QA-SIM-037,Regular,3,"8 7 16","14 16 18",2,100000
QA-SIM-037,Regular,4,"1 17 16","14 16 18",2,100000
QA-SIM-037,Regular,5,"9 9 19","14 16 18",2,100000
QA-SIM-037,Regular,6,"4 17 4","14 16 18",2,100000
QA-SIM-037,Regular,7,"2 4 19","14 16 18",2,100000
QA-SIM-037,Regular,8,"8 13 18","14 16 18",2,100000
QA-SIM-037,Regular,9,"9 6 3","14 16 18",2,100000
QA-SIM-037,Regular,10,"19 19 5","14 16 18",2,100000
QA-SIM-037,Regular,11,"6 7 9","14 16 18",2,100000
QA-SIM-037,Regular,12,"18 10 15","14 16 18",2,100000
QA-SIM-037,Regular,13,"13 8 12","14 16 18",2,100000
QA-SIM-037,Regular,14,"14 8 6","14 16 18",2,100000
QA-SIM-037,Regular,15,"14 17 9","14 16 18",2,100000
QA-SIM-037,Regular,16,"15 12 7","14 16 18",2,100000
QA-SIM-037,Regular,17,"11 9 15","14 16 18",2,100000
QA-SIM-037,Regular,18,"12 15 9","14 16 18",2,100000
QA-SIM-037,Regular,19,"12 4 6","14 16 18",2,100000
QA-SIM-037,Regular,20,"10 17 1","14 16 18",2,100000
QA-SIM-037,Regular,21,"0 3 8","14 16 18",2,100000
QA-SIM-037,Regular,22,"2 16 7","14 16 18",2,100000
QA-SIM-037,Regular,23,"13 8 3","14 16 18",2,100000
QA-SIM-037,Regular,24,"17 16 0","14 16 18",2,100000
QA-SIM-037,Regular,25,"3 5 1","14 16 18",2,100000
QA-SIM-037,Regular,26,"19 4 2","14 16 18",2,100000
QA-SIM-037,Regular,27,"6 6 18","14 16 18",2,100000
QA-SIM-037,Regular,28,"19 8 2","14 16 18",2,100000
QA-SIM-037,Regular,29,"14 6 1","14 16 18",2,100000
QA-SIM-037,Regular,30,"14 14 6","14 16 18",2,100000
QA-SIM-037,Regular,31,"12 10 8","14 16 18",2,100000
QA-SIM-037,Regular,32,"6 12 18","14 16 18",2,100000
QA-SIM-037,Regular,33,"11 1 2","14 16 18",2,100000
QA-SIM-037,Regular,34,"8 0 11","14 16 18",2,100000
QA-SIM-037,Regular,35,"10 16 19","14 16 18",2,100000
QA-SIM-038,Whale,0,"8 9 3","8 9 3",3,200
QA-SIM-038,Whale,1,"19 13 4","19 13 5",2,10000000
QA-SIM-038,Whale,2,"19 3 3","19 13 5",2,10000000
QA-SIM-038,Whale,3,"11 0 18","19 13 5",2,10000000
QA-SIM-038,Whale,4,"2 16 13","19 13 5",2,10000000
QA-SIM-038,Whale,5,"6 8 17","19 13 5",2,10000000
QA-SIM-038,Whale,6,"7 0 19","19 13 5",2,10000000
QA-SIM-038,Whale,7,"13 2 12","19 13 5",2,10000000
QA-SIM-038,Whale,8,"12 0 13","19 13 5",2,10000000
QA-SIM-038,Whale,9,"7 15 17","19 13 5",2,10000000
QA-SIM-038,Whale,10,"13 4 1","19 13 5",2,10000000
QA-SIM-038,Whale,11,"8 3 12","19 13 5",2,10000000
QA-SIM-038,Whale,12,"13 2 15","19 13 5",2,10000000
QA-SIM-038,Whale,13,"19 8 14","19 13 5",2,10000000
QA-SIM-038,Whale,14,"18 15 12","19 13 5",2,10000000
QA-SIM-038,Whale,15,"16 4 2","19 13 5",2,10000000
QA-SIM-038,Whale,16,"17 16 4","19 13 5",2,10000000
QA-SIM-038,Whale,17,"1 17 4","19 13 5",2,10000000
QA-SIM-038,Whale,18,"19 8 7","19 13 5",2,10000000
QA-SIM-038,Whale,19,"13 16 4","19 13 5",2,10000000
QA-SIM-038,Whale,20,"13 3 12","19 13 5",2,10000000
QA-SIM-038,Whale,21,"9 0 11","19 13 5",2,10000000
QA-SIM-038,Whale,22,"1 17 16","19 13 5",2,10000000
QA-SIM-038,Whale,23,"9 9 19","19 13 5",2,10000000
QA-SIM-038,Whale,24,"7 14 5","19 13 5",2,10000000
QA-SIM-038,Whale,25,"17 16 16","19 13 5",2,10000000
QA-SIM-038,Whale,26,"5 4 4","19 13 5",2,10000000
QA-SIM-038,Whale,27,"2 8 4","19 13 5",2,10000000
QA-SIM-038,Whale,28,"16 6 7","19 13 5",2,10000000
QA-SIM-038,Whale,29,"12 7 9","19 13 5",2,10000000
QA-SIM-038,Whale,30,"18 11 6","19 13 5",2,10000000
QA-SIM-038,Whale,31,"6 14 13","19 13 5",2,10000000
QA-SIM-038,Whale,32,"11 10 15","19 13 5",2,10000000
QA-SIM-038,Whale,33,"19 0 9","19 13 5",2,10000000
QA-SIM-038,Whale,34,"14 3 2","19 13 5",2,10000000
QA-SIM-038,Whale,35,"9 11 1","19 13 5",2,10000000
QA-SIM-039,Curioso,0,"10 10 12","10 10 12",3,200
QA-SIM-039,Curioso,1,"3 6 5","1 6 5",2,0
QA-SIM-039,Curioso,2,"14 6 4","1 6 5",2,0
QA-SIM-039,Curioso,3,"3 14 14","1 6 5",2,0
QA-SIM-039,Curioso,4,"17 3 13","1 6 5",2,0
QA-SIM-039,Curioso,5,"12 18 4","1 6 5",2,0
QA-SIM-039,Curioso,6,"17 15 9","1 6 5",2,0
QA-SIM-039,Curioso,7,"16 3 8","1 6 5",2,0
QA-SIM-039,Curioso,8,"14 8 1","1 6 5",2,0
QA-SIM-039,Curioso,9,"13 15 6","1 6 5",2,0
QA-SIM-039,Curioso,10,"17 10 2","1 6 5",2,0
QA-SIM-039,Curioso,11,"8 15 18","1 6 5",2,0
QA-SIM-039,Curioso,12,"12 18 17","1 6 5",2,0
QA-SIM-039,Curioso,13,"17 13 18","1 6 5",2,0
QA-SIM-039,Curioso,14,"10 16 0","1 6 5",2,0
QA-SIM-039,Curioso,15,"4 11 14","1 6 5",2,0
QA-SIM-039,Curioso,16,"3 10 0","1 6 5",2,0
QA-SIM-039,Curioso,17,"7 3 0","1 6 5",2,0
QA-SIM-039,Curioso,18,"12 1 17","1 6 5",2,0
QA-SIM-039,Curioso,19,"6 13 3","1 6 5",2,0
QA-SIM-039,Curioso,20,"18 7 0","1 6 5",2,0
QA-SIM-039,Curioso,21,"19 11 10","1 6 5",2,0
QA-SIM-039,Curioso,22,"8 7 2","1 6 5",2,0
QA-SIM-039,Curioso,23,"13 11 16","1 6 5",2,0
QA-SIM-039,Curioso,24,"11 19 1","1 6 5",2,0
QA-SIM-039,Curioso,25,"2 19 19","1 6 5",2,0
QA-SIM-039,Curioso,26,"13 2 14","1 6 5",2,0
QA-SIM-039,Curioso,27,"9 2 13","1 6 5",2,0
QA-SIM-039,Curioso,28,"0 9 0","1 6 5",2,0
QA-SIM-039,Curioso,29,"14 11 2","1 6 5",2,0
QA-SIM-039,Curioso,30,"6 8 4","1 6 5",2,0
QA-SIM-039,Curioso,31,"13 12 9","1 6 5",2,0
QA-SIM-039,Curioso,32,"19 8 11","1 6 5",2,0
QA-SIM-039,Curioso,33,"1 12 18","1 6 5",2,0
QA-SIM-039,Curioso,34,"15 13 3","1 6 5",2,0
QA-SIM-039,Curioso,35,"12 7 11","1 6 5",2,0
QA-SIM-040,Casual,0,"8 19 8","8 19 8",3,200
QA-SIM-040,Casual,1,"2 16 9","2 16 18",2,10000000
QA-SIM-040,Casual,2,"2 9 17","2 16 18",2,10000000
QA-SIM-040,Casual,3,"13 15 18","2 16 18",2,10000000
QA-SIM-040,Casual,4,"10 18 0","2 16 18",2,10000000
QA-SIM-040,Casual,5,"4 12 17","2 16 18",2,10000000
QA-SIM-040,Casual,6,"1 12 11","2 16 18",2,10000000
QA-SIM-040,Casual,7,"16 6 15","2 16 18",2,10000000
QA-SIM-040,Casual,8,"18 11 5","2 16 18",2,10000000
QA-SIM-040,Casual,9,"12 14 2","2 16 18",2,10000000
QA-SIM-040,Casual,10,"6 12 12","2 16 18",2,10000000
QA-SIM-040,Casual,11,"4 6 8","2 16 18",2,10000000
QA-SIM-040,Casual,12,"13 6 9","2 16 18",2,10000000
QA-SIM-040,Casual,13,"4 6 9","2 16 18",2,10000000
QA-SIM-040,Casual,14,"8 10 1","2 16 18",2,10000000
QA-SIM-040,Casual,15,"18 18 5","2 16 18",2,10000000
QA-SIM-040,Casual,16,"7 2 2","2 16 18",2,10000000
QA-SIM-040,Casual,17,"9 2 5","2 16 18",2,10000000
QA-SIM-040,Casual,18,"3 19 19","2 16 18",2,10000000
QA-SIM-040,Casual,19,"2 13 6","2 16 18",2,10000000
QA-SIM-040,Casual,20,"18 4 7","2 16 18",2,10000000
QA-SIM-040,Casual,21,"2 10 13","2 16 18",2,10000000
QA-SIM-040,Casual,22,"6 8 14","2 16 18",2,10000000
QA-SIM-040,Casual,23,"4 13 4","2 16 18",2,10000000
QA-SIM-040,Casual,24,"3 7 1","2 16 18",2,10000000
QA-SIM-040,Casual,25,"16 4 7","2 16 18",2,10000000
QA-SIM-040,Casual,26,"11 15 13","2 16 18",2,10000000
QA-SIM-040,Casual,27,"0 5 19","2 16 18",2,10000000
QA-SIM-040,Casual,28,"18 10 16","2 16 18",2,10000000
QA-SIM-040,Casual,29,"13 11 12","2 16 18",2,10000000
QA-SIM-040,Casual,30,"2 8 9","2 16 18",2,10000000
QA-SIM-040,Casual,31,"4 15 10","2 16 18",2,10000000
QA-SIM-040,Casual,32,"0 15 5","2 16 18",2,10000000
QA-SIM-040,Casual,33,"4 1 9","2 16 18",2,10000000
QA-SIM-040,Casual,34,"16 4 17","2 16 18",2,10000000
QA-SIM-040,Casual,35,"19 18 18","2 16 18",2,10000000
QA-SIM-041,Regular,0,"18 10 18","18 10 18",3,60
QA-SIM-041,Regular,1,"19 7 9","19 7 18",2,200
QA-SIM-041,Regular,2,"0 6 6","19 7 18",2,200
QA-SIM-041,Regular,3,"8 15 5","19 7 18",2,200
QA-SIM-041,Regular,4,"16 2 8","19 7 18",2,200
QA-SIM-041,Regular,5,"5 15 15","19 7 18",2,200
QA-SIM-041,Regular,6,"16 4 8","19 7 18",2,200
QA-SIM-041,Regular,7,"18 19 6","19 7 18",2,200
QA-SIM-041,Regular,8,"3 13 8","19 7 18",2,200
QA-SIM-041,Regular,9,"5 8 18","19 7 18",2,200
QA-SIM-041,Regular,10,"4 15 3","19 7 18",2,200
QA-SIM-041,Regular,11,"13 8 9","19 7 18",2,200
QA-SIM-041,Regular,12,"5 7 9","19 7 18",2,200
QA-SIM-041,Regular,13,"10 2 10","19 7 18",2,200
QA-SIM-041,Regular,14,"4 9 16","19 7 18",2,200
QA-SIM-041,Regular,15,"18 1 13","19 7 18",2,200
QA-SIM-041,Regular,16,"12 14 3","19 7 18",2,200
QA-SIM-041,Regular,17,"16 8 2","19 7 18",2,200
QA-SIM-041,Regular,18,"3 6 8","19 7 18",2,200
QA-SIM-041,Regular,19,"17 16 12","19 7 18",2,200
QA-SIM-041,Regular,20,"0 15 6","19 7 18",2,200
QA-SIM-041,Regular,21,"2 7 13","19 7 18",2,200
QA-SIM-041,Regular,22,"14 17 2","19 7 18",2,200
QA-SIM-041,Regular,23,"16 0 8","19 7 18",2,200
QA-SIM-041,Regular,24,"17 0 15","19 7 18",2,200
QA-SIM-041,Regular,25,"10 16 0","19 7 18",2,200
QA-SIM-041,Regular,26,"1 17 6","19 7 18",2,200
QA-SIM-041,Regular,27,"9 2 0","19 7 18",2,200
QA-SIM-041,Regular,28,"3 18 1","19 7 18",2,200
QA-SIM-041,Regular,29,"19 17 19","19 7 18",2,200
QA-SIM-041,Regular,30,"10 2 4","19 7 18",2,200
QA-SIM-041,Regular,31,"4 8 1","19 7 18",2,200
QA-SIM-041,Regular,32,"10 0 12","19 7 18",2,200
QA-SIM-041,Regular,33,"1 12 6","19 7 18",2,200
QA-SIM-041,Regular,34,"12 5 4","19 7 18",2,200
QA-SIM-041,Regular,35,"1 15 14","19 7 18",2,200
QA-SIM-042,Whale,0,"4 19 14","4 19 14",3,500
QA-SIM-042,Whale,1,"7 13 19","12 13 19",2,0
QA-SIM-042,Whale,2,"14 19 6","12 13 19",2,0
QA-SIM-042,Whale,3,"14 14 14","12 13 19",2,0
QA-SIM-042,Whale,4,"9 16 8","12 13 19",2,0
QA-SIM-042,Whale,5,"13 6 10","12 13 19",2,0
QA-SIM-042,Whale,6,"2 4 11","12 13 19",2,0
QA-SIM-042,Whale,7,"1 10 16","12 13 19",2,0
QA-SIM-042,Whale,8,"5 8 18","12 13 19",2,0
QA-SIM-042,Whale,9,"16 10 14","12 13 19",2,0
QA-SIM-042,Whale,10,"2 6 1","12 13 19",2,0
QA-SIM-042,Whale,11,"7 15 1","12 13 19",2,0
QA-SIM-042,Whale,12,"12 0 7","12 13 19",2,0
QA-SIM-042,Whale,13,"4 6 7","12 13 19",2,0
QA-SIM-042,Whale,14,"3 15 5","12 13 19",2,0
QA-SIM-042,Whale,15,"12 12 19","12 13 19",2,0
QA-SIM-042,Whale,16,"16 17 5","12 13 19",2,0
QA-SIM-042,Whale,17,"3 14 10","12 13 19",2,0
QA-SIM-042,Whale,18,"17 0 16","12 13 19",2,0
QA-SIM-042,Whale,19,"18 13 10","12 13 19",2,0
QA-SIM-042,Whale,20,"10 1 13","12 13 19",2,0
QA-SIM-042,Whale,21,"13 6 3","12 13 19",2,0
QA-SIM-042,Whale,22,"12 4 10","12 13 19",2,0
QA-SIM-042,Whale,23,"19 8 10","12 13 19",2,0
QA-SIM-042,Whale,24,"17 3 17","12 13 19",2,0
QA-SIM-042,Whale,25,"13 7 12","12 13 19",2,0
QA-SIM-042,Whale,26,"2 4 13","12 13 19",2,0
QA-SIM-042,Whale,27,"3 1 14","12 13 19",2,0
QA-SIM-042,Whale,28,"9 0 0","12 13 19",2,0
QA-SIM-042,Whale,29,"1 11 14","12 13 19",2,0
QA-SIM-042,Whale,30,"5 7 1","12 13 19",2,0
QA-SIM-042,Whale,31,"15 19 9","12 13 19",2,0
QA-SIM-042,Whale,32,"17 3 11","12 13 19",2,0
QA-SIM-042,Whale,33,"2 5 16","12 13 19",2,0
QA-SIM-042,Whale,34,"4 2 2","12 13 19",2,0
QA-SIM-042,Whale,35,"1 16 11","12 13 19",2,0
QA-SIM-043,Curioso,0,"8 2 10","8 2 10",3,200
QA-SIM-043,Curioso,1,"11 1 3","11 16 3",2,1000000
QA-SIM-043,Curioso,2,"4 8 11","11 16 3",2,1000000
QA-SIM-043,Curioso,3,"6 15 12","11 16 3",2,1000000
QA-SIM-043,Curioso,4,"16 15 0","11 16 3",2,1000000
QA-SIM-043,Curioso,5,"4 19 18","11 16 3",2,1000000
QA-SIM-043,Curioso,6,"9 10 15","11 16 3",2,1000000
QA-SIM-043,Curioso,7,"8 3 16","11 16 3",2,1000000
QA-SIM-043,Curioso,8,"18 14 6","11 16 3",2,1000000
QA-SIM-043,Curioso,9,"1 15 14","11 16 3",2,1000000
QA-SIM-043,Curioso,10,"1 3 0","11 16 3",2,1000000
QA-SIM-043,Curioso,11,"2 12 10","11 16 3",2,1000000
QA-SIM-043,Curioso,12,"9 4 17","11 16 3",2,1000000
QA-SIM-043,Curioso,13,"0 19 9","11 16 3",2,1000000
QA-SIM-043,Curioso,14,"5 13 2","11 16 3",2,1000000
QA-SIM-043,Curioso,15,"5 7 14","11 16 3",2,1000000
QA-SIM-043,Curioso,16,"5 7 17","11 16 3",2,1000000
QA-SIM-043,Curioso,17,"7 13 13","11 16 3",2,1000000
QA-SIM-043,Curioso,18,"14 19 2","11 16 3",2,1000000
QA-SIM-043,Curioso,19,"7 14 1","11 16 3",2,1000000
QA-SIM-043,Curioso,20,"7 1 13","11 16 3",2,1000000
QA-SIM-043,Curioso,21,"4 14 15","11 16 3",2,1000000
QA-SIM-043,Curioso,22,"2 1 16","11 16 3",2,1000000
QA-SIM-043,Curioso,23,"15 8 12","11 16 3",2,1000000
QA-SIM-043,Curioso,24,"13 12 11","11 16 3",2,1000000
QA-SIM-043,Curioso,25,"3 18 10","11 16 3",2,1000000
QA-SIM-043,Curioso,26,"12 18 6","11 16 3",2,1000000
QA-SIM-043,Curioso,27,"4 13 7","11 16 3",2,1000000
QA-SIM-043,Curioso,28,"9 15 9","11 16 3",2,1000000
QA-SIM-043,Curioso,29,"15 8 13","11 16 3",2,1000000
QA-SIM-043,Curioso,30,"7 19 11","11 16 3",2,1000000
QA-SIM-043,Curioso,31,"4 10 12","11 16 3",2,1000000
QA-SIM-043,Curioso,32,"14 0 12","11 16 3",2,1000000
QA-SIM-043,Curioso,33,"1 0 14","11 16 3",2,1000000
QA-SIM-043,Curioso,34,"8 8 14","11 16 3",2,1000000
QA-SIM-043,Curioso,35,"12 16 6","11 16 3",2,1000000
QA-SIM-044,Casual,0,"9 0 1","9 0 1",3,60
QA-SIM-044,Casual,1,"15 3 8","12 3 8",2,0
QA-SIM-044,Casual,2,"6 13 10","12 3 8",2,0
QA-SIM-044,Casual,3,"11 3 15","12 3 8",2,0
QA-SIM-044,Casual,4,"8 17 19","12 3 8",2,0
QA-SIM-044,Casual,5,"19 6 7","12 3 8",2,0
QA-SIM-044,Casual,6,"12 11 5","12 3 8",2,0
QA-SIM-044,Casual,7,"4 1 2","12 3 8",2,0
QA-SIM-044,Casual,8,"2 4 5","12 3 8",2,0
QA-SIM-044,Casual,9,"3 7 16","12 3 8",2,0
QA-SIM-044,Casual,10,"3 7 12","12 3 8",2,0
QA-SIM-044,Casual,11,"18 18 1","12 3 8",2,0
QA-SIM-044,Casual,12,"15 4 0","12 3 8",2,0
QA-SIM-044,Casual,13,"19 18 15","12 3 8",2,0
QA-SIM-044,Casual,14,"4 12 18","12 3 8",2,0
QA-SIM-044,Casual,15,"1 17 4","12 3 8",2,0
QA-SIM-044,Casual,16,"17 15 7","12 3 8",2,0
QA-SIM-044,Casual,17,"14 9 1","12 3 8",2,0
QA-SIM-044,Casual,18,"11 0 4","12 3 8",2,0
QA-SIM-044,Casual,19,"12 15 7","12 3 8",2,0
QA-SIM-044,Casual,20,"2 17 17","12 3 8",2,0
QA-SIM-044,Casual,21,"4 5 4","12 3 8",2,0
QA-SIM-044,Casual,22,"19 13 12","12 3 8",2,0
QA-SIM-044,Casual,23,"7 14 11","12 3 8",2,0
QA-SIM-044,Casual,24,"16 15 7","12 3 8",2,0
QA-SIM-044,Casual,25,"11 13 2","12 3 8",2,0
QA-SIM-044,Casual,26,"11 3 1","12 3 8",2,0
QA-SIM-044,Casual,27,"17 11 18","12 3 8",2,0
QA-SIM-044,Casual,28,"18 15 4","12 3 8",2,0
QA-SIM-044,Casual,29,"15 15 13","12 3 8",2,0
QA-SIM-044,Casual,30,"5 16 10","12 3 8",2,0
QA-SIM-044,Casual,31,"3 16 16","12 3 8",2,0
QA-SIM-044,Casual,32,"14 19 4","12 3 8",2,0
QA-SIM-044,Casual,33,"11 13 9","12 3 8",2,0
QA-SIM-044,Casual,34,"14 14 6","12 3 8",2,0
QA-SIM-044,Casual,35,"10 10 18","12 3 8",2,0
QA-SIM-045,Regular,0,"11 17 10","11 17 10",3,200
QA-SIM-045,Regular,1,"4 11 13","1 11 13",2,200
QA-SIM-045,Regular,2,"12 9 5","1 11 13",2,200
QA-SIM-045,Regular,3,"15 4 6","1 11 13",2,200
QA-SIM-045,Regular,4,"16 4 8","1 11 13",2,200
QA-SIM-045,Regular,5,"12 7 4","1 11 13",2,200
QA-SIM-045,Regular,6,"14 4 15","1 11 13",2,200
QA-SIM-045,Regular,7,"10 1 19","1 11 13",2,200
QA-SIM-045,Regular,8,"17 9 8","1 11 13",2,200
QA-SIM-045,Regular,9,"6 19 4","1 11 13",2,200
QA-SIM-045,Regular,10,"16 15 15","1 11 13",2,200
QA-SIM-045,Regular,11,"9 14 9","1 11 13",2,200
QA-SIM-045,Regular,12,"12 18 9","1 11 13",2,200
QA-SIM-045,Regular,13,"16 12 8","1 11 13",2,200
QA-SIM-045,Regular,14,"0 17 19","1 11 13",2,200
QA-SIM-045,Regular,15,"0 12 18","1 11 13",2,200
QA-SIM-045,Regular,16,"16 3 13","1 11 13",2,200
QA-SIM-045,Regular,17,"1 8 12","1 11 13",2,200
QA-SIM-045,Regular,18,"4 9 13","1 11 13",2,200
QA-SIM-045,Regular,19,"9 14 1","1 11 13",2,200
QA-SIM-045,Regular,20,"9 7 0","1 11 13",2,200
QA-SIM-045,Regular,21,"19 7 13","1 11 13",2,200
QA-SIM-045,Regular,22,"18 8 19","1 11 13",2,200
QA-SIM-045,Regular,23,"17 9 1","1 11 13",2,200
QA-SIM-045,Regular,24,"19 6 18","1 11 13",2,200
QA-SIM-045,Regular,25,"6 6 9","1 11 13",2,200
QA-SIM-045,Regular,26,"14 15 17","1 11 13",2,200
QA-SIM-045,Regular,27,"13 17 13","1 11 13",2,200
QA-SIM-045,Regular,28,"16 15 0","1 11 13",2,200
QA-SIM-045,Regular,29,"2 6 6","1 11 13",2,200
QA-SIM-045,Regular,30,"17 4 19","1 11 13",2,200
QA-SIM-045,Regular,31,"11 19 4","1 11 13",2,200
QA-SIM-045,Regular,32,"0 16 7","1 11 13",2,200
QA-SIM-045,Regular,33,"9 9 0","1 11 13",2,200
QA-SIM-045,Regular,34,"19 16 1","1 11 13",2,200
QA-SIM-045,Regular,35,"5 6 9","1 11 13",2,200
QA-SIM-046,Whale,0,"15 14 7","15 14 7",3,200
QA-SIM-046,Whale,1,"0 4 1","0 4 5",2,1000
QA-SIM-046,Whale,2,"17 0 8","0 4 5",2,1000
QA-SIM-046,Whale,3,"12 7 13","0 4 5",2,1000
QA-SIM-046,Whale,4,"10 4 17","0 4 5",2,1000
QA-SIM-046,Whale,5,"9 5 8","0 4 5",2,1000
QA-SIM-046,Whale,6,"13 2 12","0 4 5",2,1000
QA-SIM-046,Whale,7,"12 16 2","0 4 5",2,1000
QA-SIM-046,Whale,8,"15 19 12","0 4 5",2,1000
QA-SIM-046,Whale,9,"0 16 18","0 4 5",2,1000
QA-SIM-046,Whale,10,"12 3 10","0 4 5",2,1000
QA-SIM-046,Whale,11,"13 18 10","0 4 5",2,1000
QA-SIM-046,Whale,12,"12 4 16","0 4 5",2,1000
QA-SIM-046,Whale,13,"7 4 19","0 4 5",2,1000
QA-SIM-046,Whale,14,"6 14 2","0 4 5",2,1000
QA-SIM-046,Whale,15,"2 4 9","0 4 5",2,1000
QA-SIM-046,Whale,16,"3 4 1","0 4 5",2,1000
QA-SIM-046,Whale,17,"6 2 9","0 4 5",2,1000
QA-SIM-046,Whale,18,"7 13 14","0 4 5",2,1000
QA-SIM-046,Whale,19,"18 18 3","0 4 5",2,1000
QA-SIM-046,Whale,20,"5 7 3","0 4 5",2,1000
QA-SIM-046,Whale,21,"19 3 14","0 4 5",2,1000
QA-SIM-046,Whale,22,"13 11 11","0 4 5",2,1000
QA-SIM-046,Whale,23,"14 5 17","0 4 5",2,1000
QA-SIM-046,Whale,24,"19 19 12","0 4 5",2,1000
QA-SIM-046,Whale,25,"5 4 2","0 4 5",2,1000
QA-SIM-046,Whale,26,"13 2 5","0 4 5",2,1000
QA-SIM-046,Whale,27,"9 14 5","0 4 5",2,1000
QA-SIM-046,Whale,28,"4 4 19","0 4 5",2,1000
QA-SIM-046,Whale,29,"1 16 12","0 4 5",2,1000
QA-SIM-046,Whale,30,"6 2 14","0 4 5",2,1000
QA-SIM-046,Whale,31,"5 13 6","0 4 5",2,1000
QA-SIM-046,Whale,32,"1 4 11","0 4 5",2,1000
QA-SIM-046,Whale,33,"8 11 13","0 4 5",2,1000
QA-SIM-046,Whale,34,"15 3 19","0 4 5",2,1000
QA-SIM-046,Whale,35,"5 16 16","0 4 5",2,1000
QA-SIM-047,Curioso,0,"2 10 4","2 10 4",3,60
QA-SIM-047,Curioso,1,"19 19 6","9 19 6",2,0
QA-SIM-047,Curioso,2,"5 15 18","9 19 6",2,0
QA-SIM-047,Curioso,3,"1 18 7","9 19 6",2,0
QA-SIM-047,Curioso,4,"17 15 17","9 19 6",2,0
QA-SIM-047,Curioso,5,"0 3 18","9 19 6",2,0
QA-SIM-047,Curioso,6,"10 3 10","9 19 6",2,0
QA-SIM-047,Curioso,7,"16 6 0","9 19 6",2,0
QA-SIM-047,Curioso,8,"5 10 5","9 19 6",2,0
QA-SIM-047,Curioso,9,"18 1 17","9 19 6",2,0
QA-SIM-047,Curioso,10,"1 18 13","9 19 6",2,0
QA-SIM-047,Curioso,11,"12 0 17","9 19 6",2,0
QA-SIM-047,Curioso,12,"16 12 18","9 19 6",2,0
QA-SIM-047,Curioso,13,"5 11 0","9 19 6",2,0
QA-SIM-047,Curioso,14,"1 3 3","9 19 6",2,0
QA-SIM-047,Curioso,15,"4 9 9","9 19 6",2,0
QA-SIM-047,Curioso,16,"13 14 0","9 19 6",2,0
QA-SIM-047,Curioso,17,"11 16 3","9 19 6",2,0
QA-SIM-047,Curioso,18,"19 4 13","9 19 6",2,0
QA-SIM-047,Curioso,19,"8 9 12","9 19 6",2,0
QA-SIM-047,Curioso,20,"16 11 17","9 19 6",2,0
QA-SIM-047,Curioso,21,"17 14 15","9 19 6",2,0
QA-SIM-047,Curioso,22,"17 14 16","9 19 6",2,0
QA-SIM-047,Curioso,23,"19 8 6","9 19 6",2,0
QA-SIM-047,Curioso,24,"16 4 11","9 19 6",2,0
